,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
799,Senior Data Engineer,Vida Clinic,Austin,TX,US,en,"Austin, TX",Vida Clinic,"Wed, 08 Jan 2020 17:38:50 GMT","The <b>Data</b> Engineering team will work in collaboration with <b>data</b> analysts and <b>scientists</b>. Main responsibilities include RDBMs and big <b>data</b> infrastructure support,…",http://www.indeed.com/viewjob?jk=f8437e64dd21d840&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsjjhc6g801,"indeed_clk(this,'8131');",f8437e64dd21d840,False,False,True,"Austin, TX 78704",2 days ago,
800,Data Engineer II,Amazon.com Services LLC,Medford,MA,US,en,"Medford, MA",Amazon.com,"Thu, 09 Jan 2020 07:54:47 GMT","Experience in <b>data</b> modeling, ETL development, and <b>Data</b> warehousing. Experience building/operating highly available, distributed systems of <b>data</b> extraction,…",http://www.indeed.com/viewjob?jk=57363bfd36caef4a&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",57363bfd36caef4a,False,False,False,"Medford, MA",2 days ago,
801,Senior Data Warehouse Developer - EDW Team,PeaceHealth,Vancouver,WA,US,en,"Vancouver, WA",PeaceHealth,"Wed, 08 Jan 2020 22:18:26 GMT","Develop and maintain logical and physical <b>data</b> models of the <b>data</b> warehouse and <b>data</b> marts. With minimal direction, analyze, monitor, and troubleshoot data…",http://www.indeed.com/viewjob?jk=0ea40b155f46c042&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",0ea40b155f46c042,False,False,False,"Vancouver, WA",2 days ago,
802,Assistant Professor of Statistics and Data Science,University of Nebraska at Omaha,Omaha,NE,US,en,"Omaha, NE",University of Nebraska at Omaha,"Thu, 09 Jan 2020 01:57:01 GMT","Statistics, <b>data</b> <b>science</b>, and operations research make up the rapidly-growing <b>Data</b> and Decision <b>Sciences</b> (DDS) program within the Department of Mathematics.",http://www.indeed.com/viewjob?jk=96d043af05994615&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",96d043af05994615,False,False,False,"Omaha, NE 68182",2 days ago,
803,Clinical Data Analysts,KVRA Tech Inc,Piscataway,NJ,US,en,"Piscataway, NJ",KVRA Tech Inc,"Thu, 09 Jan 2020 04:13:07 GMT","Interact with team members including statisticians and <b>data</b> managers to gather requirements and specifications for <b>data</b> analysis, <b>data</b> visualization and report…",http://www.indeed.com/viewjob?jk=0e75189f5be4251c&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",0e75189f5be4251c,False,False,False,"Piscataway, NJ 08854",2 days ago,
804,Intern: Data Analytics (Data Wrangler),University of Iowa Center for Advancement,Iowa City,IA,US,en,"Iowa City, IA",University of Iowa Center for Advancement,"Wed, 08 Jan 2020 17:10:36 GMT",Load prepared <b>data</b> into temporary or operational ready <b>data</b> structures. Potential opportunities to enhance the existing models built by the <b>data</b> <b>scientists</b>.,http://www.indeed.com/viewjob?jk=0d69291e49598565&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",0d69291e49598565,False,False,False,"Iowa City, IA",2 days ago,
805,Senior Data Engineer,Pioneer Natural Resources Company,Irving,TX,US,en,"Irving, TX",Pioneer Natural Resources Company,"Thu, 09 Jan 2020 00:31:02 GMT","Work with domain experts / Enterprise Architects / <b>Data</b> <b>Scientists</b> to understand needs and constraints of <b>Data</b> Flows, real-time streaming <b>data</b> pipelines for E&P…",http://www.indeed.com/viewjob?jk=eb08152e16c1b03f&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",eb08152e16c1b03f,False,False,False,"Irving, TX",2 days ago,
806,Sr Data Analyst,Discovery Communications,New York,NY,US,en,"New York, NY",Discovery Communications,"Thu, 09 Jan 2020 03:09:50 GMT","Support various <b>data</b> cleansing and modeling needs of <b>Data</b> <b>Science</b> Lead. Bachelor’s or Master’s in a STEM field (Computer <b>Science</b>, engineering, <b>data</b> science,…",http://www.indeed.com/viewjob?jk=b01f60f4f852cf71&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",b01f60f4f852cf71,False,False,False,"New York, NY 10022",2 days ago,
807,Senior Data Analyst,Ascension,St. Louis,MO,US,en,"St. Louis, MO",Ascension Healthcare,"Thu, 09 Jan 2020 12:35:38 GMT","Bachelors Degree preferred - <b>Data</b> <b>Scientist</b>, <b>Data</b> Analyst, Statistics, Mathematics, Actuarial <b>Science</b>, or similar degree. 3 years of experience preferred.",http://www.indeed.com/viewjob?jk=8cd717e0354ee9d0&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",8cd717e0354ee9d0,False,False,False,"St. Louis, MO",2 days ago,
808,"Sr. Analyst, Data Services",Coca-Cola Business Services North America LLC,Atlanta,GA,US,en,"Atlanta, GA",Coca-Cola Business Services,"Wed, 08 Jan 2020 18:16:02 GMT",Foundational knowledge of relational <b>data</b> principles. Diligently comply with Coca-Cola <b>data</b> sharing principles by maintaining a complex <b>data</b> security model that…,http://www.indeed.com/viewjob?jk=e5d7f65200e381da&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",e5d7f65200e381da,False,False,False,"Atlanta, GA 30313",2 days ago,
809,Sr Director - Data Analytics Hub,McDonald's Corporation,Chicago,IL,US,en,"Chicago, IL",McDonald's Corporation,"Thu, 09 Jan 2020 04:13:13 GMT",Our Analytics Strategy and Support team is looking to hire an Analytics Translator to bridge the gap between our <b>data</b> <b>scientists</b> and managers.,http://www.indeed.com/viewjob?jk=520a7aa21bf83ac2&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",520a7aa21bf83ac2,False,False,True,"Chicago, IL 60607",2 days ago,
810,Business Intelligence and Data Warehouse Team Lead,University of Maine System Office,Orono,ME,US,en,"Orono, ME",University of Maine,"Wed, 08 Jan 2020 19:22:10 GMT","Extensive knowledge in <b>data</b> ingestion, integration, predictive modelling and <b>data</b> visualization is required. Business Intelligence and <b>Data</b> Warehouse Team Lead.",http://www.indeed.com/viewjob?jk=d37a12a7896597b9&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",d37a12a7896597b9,False,False,False,"Orono, ME",2 days ago,
811,"Big Data Engineer Intern, Summer 2020",Samsung Electronics,Mountain View,CA,US,en,"Mountain View, CA",Samsung,"Wed, 08 Jan 2020 21:11:19 GMT",Pursuing a BS/MS in Computer <b>Science</b>. We need some hard-core programming help to help enhance our <b>Data</b> management frameworks used to move <b>data</b> between platforms…,http://www.indeed.com/viewjob?jk=747711b09e2d4990&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suK0o1pNC0mMZ11B9oIGGMHQOt1pZ97YqmsBdOTwHm2V8&indpubnum=3622741264518966&atk=1duandsq7o2fa800,"indeed_clk(this,'8319');",747711b09e2d4990,False,False,False,"Mountain View, CA",2 days ago,
